"# Program:featureCounts v2.0.1; Command:""featureCounts"" ""-p"" ""-B"" ""-s"" ""2"" ""-t"" ""gene"" ""-g"" ""locus_tag"" ""-a"" ""00_genome/genomic.gff"" ""-o"" ""HCA_featureCounts_2021.txt"" ""bams/aAWT_B_noglu_24_S19_SP_sorted.bam"" ""bams/aBWT_C_noglu_24_S20_SP_sorted.bam"" ""bams/aCWT_D_noglu_24_S21_SP_sorted.bam"" ""bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam"" ""bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam"" ""bams/HCA_ref_RNA_S7_S1_sorted.bam"" ""bams/JTrmB_A_glu_48_S45_S1_sorted.bam"" ""bams/LTrmB_C_glu_48_S8_S1_sorted.bam"" ""bams/NTrmB_A_noglu_48_S9_S1_sorted.bam"" ""bams/OTrmB_B_noglu_48_S24_S1_sorted.bam"" ""bams/QTrmB_D_noglu_48_S10_S1_sorted.bam"" ""bams/RWT_A_glu_24_S41_S1_sorted.bam"" ""bams/SWT_B_glu_24_S16_SP_sorted.bam"" ""bams/TWT_C_glu_24_S17_SP_sorted.bam"" ""bams/UWT_D_glu_24_S46_S1_sorted.bam"" ""bams/VTrmB_A_glu_24_S25_S1_sorted.bam"" ""bams/WTrmB_B_glu_24_S11_S1_sorted.bam"" ""bams/XTrmB_C_glu_24_S26_S1_sorted.bam"" ""bams/YTrmB_D_glu_24_S18_SP_sorted.bam"" ""bams/ZWT_A_noglu_24_S47_S1_sorted.bam"" "																									
Geneid	Chr	Start	End	Strand	Length	bams/aAWT_B_noglu_24_S19_SP_sorted.bam	bams/aBWT_C_noglu_24_S20_SP_sorted.bam	bams/aCWT_D_noglu_24_S21_SP_sorted.bam	bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam	bams/HCA_ref_RNA_S7_S1_sorted.bam	bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam	bams/JTrmB_A_glu_48_S45_S1_sorted.bam	bams/LTrmB_C_glu_48_S8_S1_sorted.bam	bams/NTrmB_A_noglu_48_S9_S1_sorted.bam	bams/OTrmB_B_noglu_48_S24_S1_sorted.bam	bams/QTrmB_D_noglu_48_S10_S1_sorted.bam	bams/RWT_A_glu_24_S41_S1_sorted.bam	bams/SWT_B_glu_24_S16_SP_sorted.bam	bams/TWT_C_glu_24_S17_SP_sorted.bam	bams/UWT_D_glu_24_S46_S1_sorted.bam	bams/VTrmB_A_glu_24_S25_S1_sorted.bam	bams/WTrmB_B_glu_24_S11_S1_sorted.bam	bams/XTrmB_C_glu_24_S26_S1_sorted.bam	bams/YTrmB_D_glu_24_S18_SP_sorted.bam	bams/ZWT_A_noglu_24_S47_S1_sorted.bam
HAH_RS17125	NC_015943.1	445383	446129	+	747	173	338	408	585	272	486	318	277	324	655	162	293	293	297	345	382	285	315	393	445
HAH_RS17130	NC_015943.1	446129	446917	+	789	137	299	303	346	232	226	574	340	168	355	79	361	447	415	363	487	365	373	522	404
HAH_RS17135	NC_015943.1	447279	447773	+	495	236	424	420	180	286	116	963	577	81	164	45	584	602	512	546	617	585	580	839	446
HAH_RS17140	NC_015943.1	447906	448958	+	1053	111	217	195	85	98	42	747	451	36	60	22	363	387	273	202	308	410	410	642	188
HAH_RS17145	NC_015943.1	449645	453826	+	4182	14525	31924	28341	19241	23649	15257	10653	12694	10670	11579	5071	14632	18848	18646	16921	16371	18047	17996	21482	25676
HAH_RS17150	NC_015943.1	453848	454165	+	318	366	772	782	482	867	233	435	519	185	331	85	494	615	720	732	621	651	587	798	793
HAH_RS17155	NC_015943.1	454189	454443	-	255	829	1657	1950	633	852	469	951	778	526	543	211	1626	1661	1400	891	1951	2088	1623	2367	2070
HAH_RS17160	NC_015943.1	454645	455871	-	1227	7851	18193	19168	7117	4265	4847	5965	3449	9251	4112	2497	14387	11648	9980	5904	15488	16512	11716	19185	19380
HAH_RS17165	NC_015943.1	455874	456299	-	426	2198	5028	5156	2088	1112	1546	2009	1072	2730	1214	715	3927	3105	2915	1655	4444	4453	3053	5089	5636
HAH_RS17170	NC_015943.1	456292	457134	-	843	4855	11613	11965	4612	3213	3076	4557	2795	6591	3038	1631	9511	7359	6604	4092	9367	10709	7758	12167	13224
HAH_RS17180	NC_015943.1	457814	459262	+	1449	3288	6102	2856	8190	2888	7019	10327	7378	4779	4632	2483	5102	4927	2455	1224	4198	4925	4530	6998	4716
HAH_RS17185	NC_015943.1	459255	460253	+	999	2193	4417	2177	5554	1513	4657	5349	3796	2914	3002	1593	3101	3176	1570	746	2687	2737	2614	4121	2900
HAH_RS17190	NC_015943.1	460383	462818	-	2436	3008	6228	6874	6733	5680	5234	6015	5453	2719	3560	1450	4830	5418	4549	4427	4922	5370	5056	7282	6650
HAH_RS17195	NC_015943.1	462820	463671	-	852	631	1490	1594	1625	1640	1120	1565	1525	566	938	295	1152	1403	1210	1084	1307	1302	1302	1925	1727
HAH_RS20205	NC_015943.1	465146	465466	-	321	2	2	2	4	1	0	11	9	0	6	1	2	5	6	2	0	1	1	1	2
HAH_RS17210	NC_015943.1	466778	469522	+	2745	492	1112	796	1309	194	1045	3420	2096	865	800	372	1664	2076	1118	475	1859	2088	2090	2956	724
HAH_RS17215	NC_015943.1	469678	470145	-	468	111	225	205	285	65	172	1481	822	182	194	77	516	642	391	201	602	660	657	916	178
HAH_RS17220	NC_015943.1	470322	471251	-	930	582	1431	1206	1153	433	1083	2041	1322	749	736	377	1363	1568	1185	824	1451	1648	1626	2445	1022
HAH_RS19655	NC_015943.1	471835	473301	-	1467	2185	4835	5142	4412	4341	4584	2885	2961	5231	5032	2360	2841	3973	3882	3526	3523	3593	3560	4500	4686
HAH_RS17230	NC_015943.1	474426	474947	-	522	212	452	369	293	181	238	679	417	161	301	90	421	411	335	274	421	414	415	585	428
HAH_RS19750	NC_015943.1	476332	476652	-	321	15	21	33	22	21	9	72	64	8	25	6	48	38	52	54	63	31	38	38	34
HAH_RS17250	NC_015943.1	476764	477000	-	237	9	31	50	15	30	9	70	38	9	29	5	45	56	54	64	57	36	34	67	38
HAH_RS17255	NC_015943.1	477202	477447	+	246	167	405	340	426	210	384	903	666	272	534	123	393	385	323	289	536	455	379	644	412
HAH_RS17260	NC_015943.1	477437	477928	+	492	241	420	289	479	293	365	939	697	375	603	188	418	443	310	232	482	475	496	711	396
HAH_RS17265	NC_015943.1	477929	478948	-	1020	554	1147	1214	839	770	681	1154	797	502	628	252	1025	983	919	920	1005	1060	987	1309	1108
HAH_RS19370	NC_015943.1	479233	480306	-	1074	231	524	669	284	303	169	511	338	173	227	85	651	630	506	587	432	659	566	815	836
HAH_RS17275	NC_015943.1	480293	481384	-	1092	453	867	1121	582	451	349	1106	653	291	389	153	1223	1099	975	964	962	1222	1140	1521	1248
HAH_RS17280	NC_015943.1	481387	482280	-	894	499	1008	1223	567	455	351	1290	1003	323	423	182	1224	1365	1248	1156	1078	1410	1272	1710	1419
HAH_RS17285	NC_015943.1	482277	483227	-	951	554	1040	1442	707	573	433	1568	1279	408	563	192	1660	1730	1476	1492	1343	1850	1559	2201	1517
HAH_RS17290	NC_015943.1	483224	484576	-	1353	1674	2996	3884	1561	1654	1013	5129	4239	917	1136	535	4634	5583	4889	4652	3378	5697	5368	6851	4055
HAH_RS17295	NC_015943.1	484964	486448	-	1485	6466	12278	16315	8286	5279	5112	23745	16400	4376	7331	2850	19934	21035	19798	17976	16997	22228	20191	27377	16771
HAH_RS17300	NC_015943.1	486895	487719	-	825	20	44	52	82	41	35	136	143	19	70	8	58	72	40	59	57	50	53	69	50
HAH_RS17305	NC_015943.1	487777	488055	-	279	8	14	13	39	5	4	110	105	6	33	4	25	37	20	18	38	33	28	38	18
HAH_RS17310	NC_015944.1	1	1245	+	1245	1108	2385	2165	2219	2224	1654	2356	1894	1855	2129	765	1877	1853	1906	1907	2138	1949	2011	2627	2294
HAH_RS17315	NC_015944.1	1783	2139	-	357	646	1574	1554	321	547	188	1575	612	326	474	107	1004	649	641	663	1109	1022	644	1319	1440
HAH_RS17320	NC_015944.1	2636	3106	+	471	125	253	246	166	183	135	535	401	143	135	55	225	324	256	209	305	347	331	419	229
HAH_RS17325	NC_015944.1	3135	3734	-	600	307	637	942	521	2286	322	1083	830	523	739	158	833	766	848	1171	820	849	757	1050	828
HAH_RS17330	NC_015944.1	4218	6152	+	1935	241	593	691	341	825	232	1348	1040	309	371	101	1006	977	967	1041	1019	907	985	1327	678
HAH_RS17335	NC_015944.1	6180	8672	+	2493	276	674	677	421	831	328	1346	1036	309	309	130	946	1031	965	882	775	989	948	1288	707
HAH_RS17340	NC_015944.1	8818	9414	+	597	86	192	190	141	246	104	392	333	112	133	31	259	248	242	259	238	286	258	362	205
HAH_RS17345	NC_015944.1	9680	10336	-	657	6354	14982	16773	2145	5738	1608	24024	16028	1868	1785	907	17225	20004	15175	17840	21196	19719	19498	26664	11121
HAH_RS17350	NC_015944.1	10882	12093	+	1212	4431	22211	274	163	905	184	9195	10761	2237	162	46	55604	42812	64440	45115	49618	45778	40110	61076	255
HAH_RS17355	NC_015944.1	12098	13210	+	1113	2145	10566	253	54	472	79	3647	3736	803	75	24	27999	22815	31750	19672	29580	21261	18660	29059	216
HAH_RS17360	NC_015944.1	13210	14169	+	960	2056	10274	126	72	369	64	3102	3335	814	43	11	28265	19474	30188	21018	28400	21774	18760	27832	114
HAH_RS17370	NC_015944.1	15858	16799	+	942	127	378	199	81	397	79	391	296	86	76	16	515	322	373	350	543	439	358	612	202
HAH_RS17375	NC_015944.1	16967	18616	+	1650	432	862	679	2009	880	1490	696	616	1219	1348	508	595	717	663	701	594	752	648	845	754
HAH_RS17380	NC_015944.1	18843	19133	+	291	56	108	102	148	137	154	129	151	111	159	40	57	84	100	142	62	87	124	115	96
HAH_RS17385	NC_015944.1	19130	19828	+	699	138	230	295	370	377	402	357	381	270	434	175	222	278	250	321	230	305	291	351	303
HAH_RS17390	NC_015944.1	20109	20546	+	438	58	164	128	177	201	144	294	246	107	170	35	166	182	163	182	224	157	166	245	200
HAH_RS17395	NC_015944.1	21094	22329	+	1236	230	478	476	442	656	371	771	691	326	368	150	393	505	392	499	432	486	486	647	541
HAH_RS17400	NC_015944.1	22430	23275	+	846	1481	3272	3061	3864	3016	3301	2998	2924	2720	3577	1203	3002	2946	3465	3519	3208	3204	3006	3998	3048
HAH_RS17405	NC_015944.1	23272	23655	+	384	865	2051	1765	1625	2204	1530	2016	2126	1321	1752	582	1894	1805	2336	2174	2112	2078	1960	2620	2220
HAH_RS17415	NC_015944.1	25644	26444	-	801	259	571	718	349	928	388	555	434	210	218	86	475	454	577	770	532	556	477	702	732
HAH_RS17420	NC_015944.1	26806	28272	+	1467	5146	12936	17395	2771	7877	1690	842	609	1135	1366	592	1451	1361	1887	1135	1319	1818	1386	2076	15485
HAH_RS17425	NC_015944.1	28691	29095	-	405	269	545	505	364	330	294	625	602	170	286	85	367	469	378	280	509	467	471	611	573
HAH_RS17430	NC_015944.1	29225	29701	+	477	120	247	299	260	554	167	604	605	104	268	59	212	348	281	283	254	307	366	375	343
HAH_RS17435	NC_015944.1	29831	30823	-	993	517	1157	2503	347	1686	243	613	575	163	282	84	410	473	380	334	493	448	454	584	1761
HAH_RS17440	NC_015944.1	30921	32549	-	1629	4557	10568	27243	2590	12090	2020	1633	1445	1071	1396	539	1326	1448	1427	1109	1326	1444	1364	1790	16696
HAH_RS17445	NC_015944.1	32546	34540	-	1995	6631	14561	36065	4100	14637	3495	2265	2260	1801	2284	871	1809	2250	1928	1436	1965	2025	2046	2613	21625
HAH_RS17450	NC_015944.1	34541	35749	-	1209	2834	6891	19132	1202	8605	872	349	381	235	386	119	270	347	362	284	249	267	272	314	11116
HAH_RS17455	NC_015944.1	35936	36475	-	540	496	1088	1240	442	2726	271	1117	1387	201	340	95	989	1217	1590	1194	1043	1309	1331	1506	1573
HAH_RS17460	NC_015944.1	36577	37830	-	1254	9739	19743	24423	9613	28986	9300	12405	12488	6525	7640	3284	13363	16181	17304	15122	13093	17222	15882	19186	21246
HAH_RS17465	NC_015944.1	38588	41455	+	2868	2178	4629	4856	861	3893	764	1360	1177	507	596	283	2215	1952	2533	3348	2020	2230	2025	2644	4667
HAH_RS19660	NC_015944.1	41582	41725	+	144	6384	14465	9268	797	5276	632	2761	428	335	713	154	2218	778	644	1813	1749	806	947	1654	18132
HAH_RS17470	NC_015944.1	41728	43023	+	1296	188492	351916	263954	10813	170912	11852	40170	9024	7651	9160	4269	39728	18206	11554	30863	30636	23098	20164	33586	365993
HAH_RS17475	NC_015944.1	43094	46993	-	3900	1784	3532	3248	2831	2559	2275	4221	3964	1800	2356	884	3300	3870	3574	3100	3609	4152	3980	5039	3044
HAH_RS17480	NC_015944.1	47235	49181	+	1947	128	218	242	311	739	184	575	498	219	324	94	300	368	303	296	338	330	342	451	253
HAH_RS17485	NC_015944.1	49349	50065	-	717	539	1012	864	1099	904	746	1592	1338	636	922	286	957	1061	914	840	984	1164	1025	1535	971
HAH_RS17490	NC_015944.1	51435	52511	-	1077	24360	56143	2076	562	5692	479	49801	41717	6384	1130	338	57178	52932	48120	36890	59687	61390	53418	74603	1832
HAH_RS17495	NC_015944.1	52839	53948	+	1110	4098	8838	11220	673	17758	662	3755	3326	728	647	286	4848	5583	6370	6977	5812	5010	5233	6450	10169
HAH_RS20215	NC_015944.1	54069	54347	-	279	665	1389	1294	1827	1951	1456	5008	4343	1084	2339	758	2492	4229	3889	2838	3025	2892	3651	3696	1670
HAH_RS17505	NC_015944.1	54502	56553	-	2052	2860	5731	5451	2025	3474	1795	5108	3441	1850	1825	949	4356	4644	3814	3234	4926	5079	4170	6527	5352
HAH_RS17510	NC_015944.1	56758	58671	+	1914	6604	12204	15550	14723	18270	10811	10522	9813	12064	13169	7223	8197	10741	9426	8672	8016	10210	9594	12328	16745
HAH_RS17515	NC_015944.1	58668	59393	+	726	2048	3885	5008	4801	5805	3381	3084	2840	3821	4105	2201	2675	3160	2810	2769	3027	3190	2923	3686	5449
HAH_RS17520	NC_015944.1	59390	60202	+	813	2128	3968	5638	4000	6317	2868	3013	2962	3130	3753	1873	2701	3818	3225	2770	3254	3517	3038	4195	5644
HAH_RS17525	NC_015944.1	60205	60732	-	528	320	603	751	1494	1801	1061	1627	1542	830	1735	655	829	1229	1152	947	856	1046	1082	1210	852
HAH_RS17530	NC_015944.1	60803	61363	-	561	1936	3763	5268	3334	6597	2300	6908	4513	2226	2995	1226	4902	5472	5827	5645	5637	5601	5460	7191	6162
HAH_RS17535	NC_015944.1	61422	61697	-	276	179	316	389	331	677	257	738	521	161	355	108	327	395	315	277	417	352	363	473	508
HAH_RS17540	NC_015944.1	61885	62307	-	423	223	500	437	181	169	79	1626	785	145	247	81	574	580	494	386	680	653	540	847	496
HAH_RS17545	NC_015944.1	62478	62957	-	480	558	995	900	654	1029	578	1987	1321	586	757	335	1129	1104	851	659	1159	1311	1076	1798	1239
HAH_RS17550	NC_015944.1	63181	63663	+	483	148	421	289	328	284	307	2207	1288	276	265	141	513	641	417	272	589	598	612	824	315
HAH_RS17555	NC_015944.1	63883	64785	+	903	1626	3472	2715	2433	3016	1524	7861	5735	2130	2337	1133	3425	4411	3580	2318	4069	4587	4150	5584	3281
HAH_RS17560	NC_015944.1	64911	65345	+	435	1025	2528	2104	933	944	543	5519	3483	814	1010	383	2587	2702	2102	1512	4060	2898	2665	4021	2458
HAH_RS17565	NC_015944.1	65435	68020	+	2586	1732	3576	4161	1462	1639	859	3357	2518	1485	1177	581	2488	2528	2367	2058	2676	2660	2418	3279	4479
HAH_RS17570	NC_015944.1	68183	69607	-	1425	2086	4370	4678	2524	2809	2238	2944	2419	1905	2137	991	2804	3308	2953	2319	3872	3485	3034	4261	4198
HAH_RS17575	NC_015944.1	69788	70573	-	786	127	415	731	311	1103	191	331	281	164	304	111	360	432	524	585	720	395	357	498	714
HAH_RS17580	NC_015944.1	70724	71080	-	357	87	166	236	272	380	175	217	225	111	282	66	194	178	229	201	209	202	215	295	221
HAH_RS17585	NC_015944.1	71222	71581	-	360	94	131	163	173	120	156	253	254	55	162	42	148	188	167	190	149	171	223	221	134
HAH_RS17590	NC_015944.1	71744	72148	-	405	875	1714	1705	1331	1924	1305	2285	2402	1056	1438	584	1448	1747	1523	1421	1668	1725	1708	2220	1712
HAH_RS17595	NC_015944.1	72292	72753	-	462	57	159	177	153	325	128	147	196	75	114	47	138	179	204	208	151	162	181	217	171
HAH_RS17600	NC_015944.1	72821	73312	-	492	64	128	157	127	313	121	132	144	71	119	52	112	159	175	169	123	123	150	192	130
HAH_RS17605	NC_015944.1	73321	74562	-	1242	198	346	395	448	672	449	464	485	222	370	140	354	468	422	487	292	423	462	532	322
HAH_RS17610	NC_015944.1	74811	75056	+	246	55	127	116	158	146	174	123	129	63	135	47	76	100	126	205	119	100	145	168	99
HAH_RS17615	NC_015944.1	75059	75631	+	573	361	765	875	494	1455	507	1126	925	252	481	175	728	900	1067	1141	1082	820	866	1123	997
HAH_RS17620	NC_015944.1	75668	76294	-	627	117	198	208	145	196	191	171	162	84	143	60	153	229	207	193	224	183	208	268	146
HAH_RS17625	NC_015944.1	76297	77442	-	1146	199	386	427	414	301	404	323	308	179	269	113	315	397	397	389	351	312	394	435	322
HAH_RS17630	NC_015944.1	77439	77675	-	237	25	48	51	44	40	57	47	51	26	37	24	40	56	57	52	48	32	57	54	43
HAH_RS17635	NC_015944.1	77823	78416	-	594	211	430	493	496	191	505	347	404	149	396	131	277	350	398	527	294	286	420	422	294
HAH_RS17640	NC_015944.1	78419	78637	-	219	17	63	63	72	22	66	68	65	23	48	18	38	51	74	74	41	45	42	59	44
HAH_RS17645	NC_015944.1	78732	79982	-	1251	271	575	678	1062	384	1039	635	636	385	666	286	349	472	364	503	417	429	468	591	511
HAH_RS17650	NC_015944.1	80248	80661	-	414	618	1172	1116	1322	497	1326	3058	2515	1033	1769	609	1104	1502	1086	945	1457	1312	1513	1761	964
HAH_RS17655	NC_015944.1	81116	81556	+	441	719	1762	1811	1797	708	1991	1833	1382	1688	2120	919	1361	1389	1544	1753	1243	1365	1637	1884	1412
HAH_RS17660	NC_015944.1	81558	82118	+	561	1189	2570	2761	2610	1196	2986	2617	2312	2358	3176	1393	2077	2431	2534	2503	2291	2325	2637	2909	2186
HAH_RS17665	NC_015944.1	82210	82899	-	690	294	516	560	649	930	418	232	300	446	575	234	388	431	378	277	496	492	319	561	583
HAH_RS17670	NC_015944.1	82896	83459	-	564	182	384	392	441	575	380	138	209	470	394	193	261	267	266	226	341	290	234	345	465
HAH_RS17675	NC_015944.1	83459	84358	-	900	309	727	755	915	1038	702	306	335	873	665	383	460	513	507	517	540	530	434	652	794
HAH_RS17680	NC_015944.1	84358	84981	-	624	244	515	504	665	714	573	240	290	613	528	246	320	345	311	291	298	413	305	474	571
HAH_RS17685	NC_015944.1	84978	85364	-	387	110	222	226	332	300	247	112	137	298	258	134	151	176	184	116	201	190	118	218	292
HAH_RS17690	NC_015944.1	85361	87067	-	1707	630	1286	1287	1904	1828	1698	626	756	1892	1473	834	830	1026	956	758	967	982	770	1256	1412
HAH_RS17695	NC_015944.1	87064	87468	-	405	78	178	155	339	279	292	90	155	301	336	151	136	144	146	100	165	177	161	197	200
HAH_RS17700	NC_015944.1	88102	89409	+	1308	198	455	474	484	443	436	313	336	219	218	81	282	352	390	416	399	302	305	396	438
HAH_RS17705	NC_015944.1	89412	90350	+	939	148	352	433	312	384	259	188	190	210	182	67	156	213	233	234	179	206	172	263	398
HAH_RS17710	NC_015944.1	90351	91505	+	1155	124	277	301	374	236	258	115	142	172	219	84	139	143	189	168	152	138	134	191	275
HAH_RS17715	NC_015944.1	91505	92311	+	807	85	221	265	223	281	177	90	91	159	134	75	104	110	138	157	98	121	88	146	236
HAH_RS17720	NC_015944.1	92311	93009	+	699	99	215	244	233	290	189	102	136	145	161	49	121	148	153	225	147	126	106	170	272
HAH_RS17725	NC_015944.1	93183	94598	+	1416	1960	4204	4948	2779	6995	3507	1289	1784	2193	2310	1072	1720	2405	2849	3324	1981	2353	2233	2582	4708
HAH_RS17730	NC_015944.1	94806	95249	+	444	373	814	776	409	1020	338	678	708	305	510	191	625	696	544	643	682	819	671	951	703
HAH_RS17735	NC_015944.1	95504	96262	-	759	323	664	662	206	629	95	1371	1085	84	175	31	743	768	709	647	728	821	863	1128	761
HAH_RS19390	NC_015944.1	97617	98093	+	477	1484	2886	2251	1490	834	659	6348	4646	1243	1342	469	2891	3005	2283	1862	3245	3469	2931	4456	2783
HAH_RS17750	NC_015944.1	98413	99711	+	1299	92	166	199	97	375	61	210	267	118	136	36	114	159	134	163	118	128	125	162	236
HAH_RS17755	NC_015944.1	99753	100136	-	384	1166	2265	2993	916	2266	551	264	243	1024	984	498	554	565	985	1037	530	801	548	759	2952
HAH_RS17760	NC_015944.1	100386	101576	-	1191	3706	8067	9869	3144	6214	2066	784	649	4014	3437	1726	1869	1847	3130	3333	1944	2564	1920	2727	9570
HAH_RS17765	NC_015944.1	101803	102015	+	213	193	382	335	240	499	206	421	387	128	255	74	262	341	305	317	434	298	286	362	457
HAH_RS17770	NC_015944.1	102077	102340	+	264	407	715	742	736	891	558	1213	1228	430	1107	228	667	852	824	755	921	827	863	1127	767
HAH_RS17775	NC_015944.1	102450	102647	-	198	583	1185	1412	711	3365	503	1013	1202	485	1222	254	774	1097	1663	1878	1346	823	934	1114	1589
HAH_RS17780	NC_015944.1	103102	103494	-	393	2018	3850	5529	1745	18255	1785	2726	3725	2714	3254	1142	3020	4364	6085	6820	3616	4223	4608	4548	5741
HAH_RS17785	NC_015944.1	103657	105012	-	1356	1040	2279	2016	1869	2014	1813	1289	1453	1869	1535	814	1071	1369	1242	1170	1194	1376	1282	1644	2241
HAH_RS17790	NC_015944.1	105244	105669	+	426	1792	4609	4388	2696	3723	2164	2418	2639	2681	3606	994	2730	2478	2589	2711	3044	3033	2795	3530	4973
HAH_RS17795	NC_015944.1	105735	106808	-	1074	2178	4187	3724	4887	3274	3120	5894	6160	2628	4863	1421	3809	4886	4766	4220	4530	4530	4564	5775	3816
HAH_RS17800	NC_015944.1	106930	107604	-	675	1195	2701	2385	1862	1599	1645	2913	2145	1286	1692	676	1867	2296	1922	1572	2359	2191	2128	3069	2114
HAH_RS17805	NC_015944.1	107762	108964	+	1203	581	1366	1069	1015	536	877	1062	849	711	908	353	723	834	634	591	794	865	760	1081	1084
HAH_RS20070	NC_015944.1	109153	109326	+	174	191	396	400	425	456	293	638	659	200	455	104	300	467	458	455	473	401	407	472	456
HAH_RS20220	NC_015944.1	109552	109764	-	213	36	64	71	110	80	68	152	211	24	146	17	80	136	136	155	89	94	93	154	63
HAH_RS17810	NC_015944.1	109817	111244	+	1428	125	289	279	364	265	185	496	517	108	292	70	214	305	296	274	265	265	248	295	318
HAH_RS17815	NC_015944.1	111325	112566	-	1242	118	211	274	115	279	73	214	216	137	167	53	137	196	221	207	116	187	179	189	294
HAH_RS17820	NC_015944.1	112736	114163	+	1428	1298	2826	2692	1637	975	1073	2403	1762	1131	1239	502	2310	2441	2048	1674	2556	2213	2119	2935	2448
HAH_RS17825	NC_015944.1	114166	114900	+	735	1920	4310	4121	2062	1999	1250	4344	3207	1573	1574	712	3466	3725	3286	2911	4510	3842	3592	5120	4181
HAH_RS17830	NC_015944.1	115341	116018	+	678	2839	5349	7442	8161	11127	6026	6570	6102	5146	7708	3149	5321	6701	6519	6345	5031	6339	6529	7710	8363
HAH_RS17835	NC_015944.1	116015	116542	+	528	2188	4341	5822	6157	8466	4308	4697	4328	3448	4999	2185	3994	4951	5347	4862	5109	4838	4869	5957	6615
HAH_RS17840	NC_015944.1	116544	117203	+	660	1587	3010	4027	3051	6616	2027	3068	2932	1536	2665	1019	2705	3837	3568	2950	2814	3355	2991	4238	4470
HAH_RS17845	NC_015944.1	117233	118729	-	1497	83	187	181	84	220	76	326	347	38	160	23	144	223	189	190	203	187	167	239	208
HAH_RS17850	NC_015944.1	118903	119613	-	711	39	95	122	69	140	53	185	261	25	74	11	77	85	89	115	87	87	120	105	113
HAH_RS17855	NC_015944.1	119658	120017	-	360	17	37	45	47	58	47	89	136	9	45	3	29	57	48	39	31	33	33	43	36
HAH_RS17860	NC_015944.1	120303	121067	-	765	1816	3805	3118	3992	2313	3876	5243	4867	2046	3629	1239	2792	3049	2392	1963	3021	2953	3073	4059	3101
HAH_RS17865	NC_015944.1	121469	122341	+	873	76	187	274	57	605	63	78	120	40	104	24	122	154	250	287	137	160	157	176	199
HAH_RS17870	NC_015944.1	122455	122577	-	123	991	2777	1775	19417	1077	2618	3462	1634	1072	10226	1544	2829	7143	4881	3076	3536	2303	2391	4489	5390
HAH_RS17875	NC_015944.1	122828	123445	-	618	751	1555	1800	1729	2070	1280	2821	2207	1100	1576	595	2320	2885	3058	3267	3062	3030	2752	3540	1413
HAH_RS17880	NC_015944.1	123607	124932	-	1326	2414	5179	4588	2103	2565	1538	3568	3708	2187	1990	982	2498	3710	3251	2543	3058	3284	2971	4229	5449
HAH_RS17885	NC_015944.1	125080	125949	-	870	2638	7314	518	290	977	372	6997	7483	2028	509	167	8082	9548	11363	10668	9589	9381	9427	11467	472
HAH_RS17890	NC_015944.1	126115	126864	+	750	1339	2867	3002	745	2797	764	976	883	1117	884	428	1032	1055	1230	1508	1045	1028	921	1278	3069
HAH_RS17895	NC_015944.1	126857	128290	+	1434	1359	2831	2879	761	3105	673	748	801	1378	816	447	944	999	1179	1106	839	1043	825	1049	3161
HAH_RS17900	NC_015944.1	128458	128691	+	234	66	124	147	43	157	30	150	105	31	46	9	114	135	127	153	154	110	116	174	168
HAH_RS17905	NC_015944.1	128758	129591	+	834	1388	2894	4337	2673	5136	2229	1681	1977	1936	2795	1036	1602	1911	2404	3147	1892	1984	1961	2325	3963
HAH_RS17910	NC_015944.1	129796	130347	+	552	1053	2299	2222	1285	1685	1200	1777	1604	1288	1477	556	1298	1447	1363	1134	1656	1515	1431	2049	2323
HAH_RS17915	NC_015944.1	130356	130859	-	504	488	982	959	249	1986	222	889	1707	341	628	176	833	1017	1155	1007	842	849	984	1063	1039
HAH_RS17920	NC_015944.1	131006	131359	+	354	400	891	1173	230	5363	182	1368	3602	539	733	234	1379	1829	3219	4625	1246	1340	2093	1744	1319
HAH_RS17925	NC_015944.1	131482	132357	+	876	2156	4525	5278	3886	6064	3282	3976	5617	3113	4619	1748	3312	4276	4874	5800	4112	3979	3887	4614	4590
HAH_RS17930	NC_015944.1	132400	133779	-	1380	355	732	389	12177	5114	10700	37142	22750	16509	13871	7870	17783	19154	10851	8408	25254	24045	19793	33339	336
HAH_RS17935	NC_015944.1	133894	134373	-	480	521	1175	126	952	265	989	24882	13868	941	929	394	9559	10157	5404	3764	16763	11432	10462	18205	99
HAH_RS17940	NC_015944.1	134532	135731	-	1200	25655	62004	3120	1731	5873	1931	35418	34564	24104	2478	1241	53129	46421	55767	55807	49729	57370	47071	70838	2360
HAH_RS17945	NC_015944.1	135728	136918	-	1191	21006	49178	2420	1549	4581	1723	28814	29626	23407	2193	1115	41619	37009	44682	43721	38603	45562	37203	55134	1765
HAH_RS17950	NC_015944.1	136915	137955	-	1041	24353	56998	2787	1887	5168	2419	36909	39102	34212	3302	1469	45226	43196	50655	49462	43396	50522	43857	62433	2002
HAH_RS17955	NC_015944.1	138444	138917	+	474	1264	2416	2703	1471	1988	1167	3146	2489	1326	1859	628	2213	2425	2270	2152	2289	2453	2180	3155	2652
HAH_RS17960	NC_015944.1	139358	140845	+	1488	9463	16704	11569	18937	3220	21881	11575	1569	24493	15597	11304	5837	4413	4076	3170	5245	8339	6369	9931	13910
