# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "00_genome/genomic.gff" "-o" "HCA_featureCounts_2022.txt" "03_aligned_sorted/10_WT_B_S18_sorted.bam" "03_aligned_sorted/11_WT_C_S19_sorted.bam" "03_aligned_sorted/12_WT_D_S20_sorted.bam" "03_aligned_sorted/13_TRMB_A_S21_sorted.bam" "03_aligned_sorted/14_TRMB_B_S22_sorted.bam" "03_aligned_sorted/15_TRMB_C_S23_sorted.bam" "03_aligned_sorted/16_TRMB_D_S24_sorted.bam" "03_aligned_sorted/17_WT_ref_S25_sorted.bam" "03_aligned_sorted/1_WT_A_S9_sorted.bam" "03_aligned_sorted/2_WT_B_S10_sorted.bam" "03_aligned_sorted/3_WT_C_S11_sorted.bam" "03_aligned_sorted/4_WT_D_S12_sorted.bam" "03_aligned_sorted/5_TRMB_A_S13_sorted.bam" "03_aligned_sorted/6_TRMB_B_S14_sorted.bam" "03_aligned_sorted/7_TRMB_C_S15_sorted.bam" "03_aligned_sorted/8_TRMB_D_S16_sorted.bam" "03_aligned_sorted/9_WT_A_S17_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	03_aligned_sorted/10_WT_B_S18_sorted.bam	03_aligned_sorted/11_WT_C_S19_sorted.bam	03_aligned_sorted/12_WT_D_S20_sorted.bam	03_aligned_sorted/13_TRMB_A_S21_sorted.bam	03_aligned_sorted/14_TRMB_B_S22_sorted.bam	03_aligned_sorted/15_TRMB_C_S23_sorted.bam	03_aligned_sorted/16_TRMB_D_S24_sorted.bam	03_aligned_sorted/17_WT_ref_S25_sorted.bam	03_aligned_sorted/1_WT_A_S9_sorted.bam	03_aligned_sorted/2_WT_B_S10_sorted.bam	03_aligned_sorted/3_WT_C_S11_sorted.bam	03_aligned_sorted/4_WT_D_S12_sorted.bam	03_aligned_sorted/5_TRMB_A_S13_sorted.bam	03_aligned_sorted/6_TRMB_B_S14_sorted.bam	03_aligned_sorted/7_TRMB_C_S15_sorted.bam	03_aligned_sorted/8_TRMB_D_S16_sorted.bam	03_aligned_sorted/9_WT_A_S17_sorted.bam
HAH_RS15045	NC_015948.1	2976463	2976651	+	189	189	176	145	221	212	151	228	204	257	200	168	169	177	140	186	243	254
HAH_RS15050	NC_015948.1	2976691	2977200	+	510	3486	2940	2529	1508	1507	1328	1593	2821	5291	5000	3039	3889	4887	3013	3491	3775	3763
HAH_RS15055	NC_015948.1	2977389	2977811	+	423	1519	1540	1031	772	786	645	900	1304	2660	2201	1607	1575	2178	1708	2062	1934	1698
HAH_RS15060	NC_015948.1	2977813	2982006	+	4194	11935	17170	8965	5771	5441	5907	6299	17530	28179	24581	18179	16940	26463	22505	23550	22149	14999
HAH_RS15065	NC_015948.1	2982099	2982314	+	216	2022	2150	1394	1388	1396	1024	1503	885	1402	937	786	654	846	1063	1058	1455	2144
HAH_RS15070	NC_015948.1	2982348	2983934	-	1587	12088	14741	9098	10711	9898	9538	11476	20475	28615	25381	16013	16636	26500	22091	24297	21794	14748
HAH_RS20025	NC_015948.1	2984083	2984250	-	168	305	242	328	255	287	141	300	245	132	136	171	84	85	74	164	149	241
HAH_RS15075	NC_015948.1	2984624	2985469	+	846	6459	7520	4628	4137	3872	3440	4605	8883	10784	8904	5984	6597	9216	8016	8799	8659	7589
HAH_RS15080	NC_015948.1	2985466	2987202	+	1737	11293	15871	7570	5478	5161	5465	6459	18651	22547	19248	13557	12895	19870	18491	19119	18065	14072
HAH_RS15085	NC_015948.1	2987203	2987802	+	600	1291	1443	778	363	354	314	351	2527	2646	2476	1779	1753	2336	2019	2403	2348	1314
HAH_RS15090	NC_015948.1	2987869	2990379	+	2511	9359	13499	6907	8322	8443	9334	10480	10333	27302	27347	22847	16837	27124	20161	27776	20635	11619
HAH_RS15095	NC_015948.1	2990386	2991195	-	810	1721	2002	1328	1267	1154	1094	1324	2512	3266	3091	2152	2134	2987	2702	3391	2804	2046
HAH_RS15100	NC_015948.1	2991323	2992237	+	915	27407	36160	17386	15452	14747	12847	18590	42453	28332	24291	18665	16952	24818	25909	28147	25105	31552
HAH_RS15105	NC_015948.1	2992622	2993308	-	687	12224	16353	9726	14134	12863	13075	16483	14148	14490	11758	10042	6764	11851	13483	12463	13256	13723
HAH_RS15110	NC_015948.1	2993308	2993691	-	384	7439	9848	6094	8866	8396	9260	11104	7888	8257	6724	6179	4430	6745	7677	7149	7234	8292
HAH_RS15115	NC_015948.1	2993696	2994337	-	642	18267	23670	14043	20245	18579	18605	24568	17354	18643	14824	13364	9322	14163	16412	15901	15723	20273
HAH_RS15125	NC_015943.1	1	1209	+	1209	97	94	96	83	78	59	49	118	138	126	121	100	121	104	148	152	125
HAH_RS15130	NC_015943.1	1367	3547	-	2181	1387	1729	1085	933	945	968	988	2605	2124	1809	1234	1253	1617	2028	1895	1930	1548
HAH_RS15135	NC_015943.1	3672	4100	-	429	109	113	69	90	79	69	93	116	174	141	95	108	118	136	128	153	125
HAH_RS19715	NC_015943.1	4313	4462	+	150	77	52	44	13	33	13	26	134	112	81	75	48	58	68	95	91	72
HAH_RS20150	NC_015943.1	6492	6800	+	309	98	123	74	68	64	66	80	130	105	130	137	101	100	119	139	126	104
HAH_RS15150	NC_015943.1	6868	7158	+	291	242	200	174	184	165	141	207	321	302	228	187	192	282	264	270	295	252
HAH_RS19195	NC_015943.1	7893	8102	+	210	31	18	20	8	17	1	10	26	26	31	33	21	13	18	21	21	34
HAH_RS15165	NC_015943.1	8832	10303	+	1472	244854	289328	245362	539519	551103	498852	634592	9376	159857	79680	62797	118175	148248	68705	68693	42296	288887
HAH_RS15170	NC_015943.1	10673	13603	+	2931	280928	225676	249085	555962	598472	808359	522170	19186	157858	85441	55602	114871	103892	72613	79245	67407	340461
HAH_RS15175	NC_015943.1	13739	13861	+	123	10502	1839	7205	4063	4409	2998	3297	1029	8703	2294	2117	6810	2366	2499	3132	4191	5316
HAH_RS15180	NC_015943.1	14069	14653	+	585	721	697	538	343	386	318	332	688	3086	2472	1542	1914	2686	1779	2889	2471	954
HAH_RS15185	NC_015943.1	15062	15388	+	327	632	678	423	462	449	337	519	360	1221	981	684	845	1066	730	1062	978	705
HAH_RS15190	NC_015943.1	15385	15891	+	507	696	972	459	613	668	577	644	403	1732	1410	1014	1008	1336	1109	1362	1377	890
HAH_RS15205	NC_015943.1	17840	18832	+	993	917	976	608	682	627	553	684	1614	1186	951	625	607	916	1023	953	992	973
HAH_RS15210	NC_015943.1	18832	19350	+	519	917	879	560	737	689	579	710	1196	935	859	502	492	769	819	827	872	862
HAH_RS15220	NC_015943.1	20328	20744	-	417	26	39	11	5	6	4	5	51	25	31	31	16	41	29	41	35	31
HAH_RS15225	NC_015943.1	20769	23633	-	2865	1097	1457	796	290	293	271	320	1297	1445	1124	882	907	1270	1439	1415	1488	1190
HAH_RS15230	NC_015943.1	23630	26152	-	2523	1449	1970	1074	478	447	459	517	2016	1812	1728	1282	1230	1656	1715	1998	1908	1581
HAH_RS15235	NC_015943.1	26267	26575	-	309	82	79	65	49	59	59	55	96	91	106	89	82	99	85	98	84	78
HAH_RS15240	NC_015943.1	26868	27065	-	198	221	234	176	152	179	139	217	174	301	216	127	185	181	191	200	230	226
HAH_RS19210	NC_015943.1	27566	27931	-	366	160	231	74	757	426	451	670	2048	407	267	175	191	238	229	261	247	195
HAH_RS15255	NC_015943.1	28423	28683	-	261	184	191	120	170	164	127	168	148	275	208	158	171	220	210	208	217	230
HAH_RS15260	NC_015943.1	28769	29014	+	246	19	20	8	14	15	10	9	17	29	32	26	19	25	15	16	13	20
HAH_RS15265	NC_015943.1	29328	30203	-	876	31	40	28	15	14	16	24	74	37	35	25	25	38	33	39	35	37
HAH_RS15270	NC_015943.1	30475	30687	-	213	6	17	10	6	10	9	10	30	16	9	8	12	21	17	15	18	16
HAH_RS15275	NC_015943.1	30687	30986	-	300	23	36	20	14	24	10	15	59	23	36	32	35	25	30	37	31	36
HAH_RS15280	NC_015943.1	32155	32469	-	315	4	5	5	4	5	7	5	22	13	5	5	14	6	13	13	9	9
HAH_RS19215	NC_015943.1	32984	33145	+	162	330	290	299	173	199	154	207	374	505	376	276	311	388	244	415	352	396
HAH_RS15285	NC_015943.1	33499	33795	+	297	36	20	21	15	16	19	15	46	37	42	23	24	25	14	34	39	26
HAH_RS19225	NC_015943.1	33792	34043	+	252	56	48	48	23	23	20	29	54	56	35	50	46	62	37	44	43	55
HAH_RS15290	NC_015943.1	34210	35223	+	1014	2487	3176	1756	1485	1617	1200	1705	1602	4817	3099	2063	2056	2919	2680	2871	2788	3203
HAH_RS15295	NC_015943.1	35517	36536	+	1020	811	989	573	556	571	522	662	879	1250	1110	896	696	948	937	1309	1206	861
HAH_RS15300	NC_015943.1	36558	37607	-	1050	1690	1905	1382	920	1048	863	1033	1833	2765	2296	1535	1855	2169	1935	2236	2187	2014
HAH_RS15305	NC_015943.1	38059	39084	+	1026	487	691	334	659	853	831	1046	317	1593	1570	1369	866	1526	1072	1640	1174	657
HAH_RS15310	NC_015943.1	39352	40311	-	960	299	292	251	93	120	73	99	296	326	258	233	243	272	273	285	260	329
HAH_RS15315	NC_015943.1	40384	40974	-	591	159	168	117	100	100	90	100	114	162	119	79	82	132	134	135	147	160
HAH_RS15320	NC_015943.1	41367	41663	+	297	582	506	342	300	355	279	377	446	565	504	302	422	458	453	438	492	647
HAH_RS20030	NC_015943.1	42027	42176	+	150	21	15	15	16	11	13	5	20	28	39	35	29	26	20	30	33	24
HAH_RS15325	NC_015943.1	42290	42559	+	270	1835	2092	1236	1049	1032	912	1143	1260	1722	1486	1019	1087	1212	1272	1242	1440	1840
HAH_RS15330	NC_015943.1	42560	42811	+	252	746	940	539	387	410	350	406	667	951	831	784	606	714	666	848	771	782
HAH_RS15335	NC_015943.1	43132	43392	+	261	19	13	11	18	11	7	12	8	21	10	23	8	14	14	19	8	14
HAH_RS20035	NC_015943.1	43416	43571	+	156	9	7	5	5	2	9	4	4	8	15	15	5	3	11	9	7	6
HAH_RS15345	NC_015943.1	43867	44265	+	399	48	46	51	33	24	25	27	114	62	48	29	42	41	41	57	69	40
HAH_RS20040	NC_015943.1	44300	44470	+	171	446	445	450	417	460	313	453	280	563	403	297	330	336	243	373	413	417
HAH_RS15350	NC_015943.1	45172	46434	+	1263	29992	32127	19680	24366	27112	20000	27100	25172	43965	29417	18567	23805	28406	32310	27936	37391	35140
HAH_RS15355	NC_015943.1	46647	46997	+	351	1515	1719	906	731	836	611	819	1528	2514	1791	1130	1431	1747	2297	1712	2509	1823
HAH_RS15360	NC_015943.1	47688	48245	-	558	1511	1933	1210	1201	1222	1077	1269	1955	2121	1931	1694	1310	1897	1730	1983	1796	1873
HAH_RS19775	NC_015943.1	48303	48797	+	495	43	39	23	17	20	6	12	30	33	30	27	26	30	13	34	29	27
HAH_RS15370	NC_015943.1	48794	49342	-	549	1515	2123	974	808	791	682	901	1987	2289	1845	1125	1126	1939	2097	1664	2046	1801
HAH_RS15375	NC_015943.1	49519	51339	-	1821	5586	6660	3622	2376	2225	2044	2555	7959	6500	5817	3554	3870	5794	6684	5437	6933	5953
HAH_RS15380	NC_015943.1	51400	52776	-	1377	169	183	126	101	110	72	100	182	170	136	116	97	157	165	169	189	157
HAH_RS15385	NC_015943.1	52829	53788	-	960	143	152	114	106	82	68	84	252	151	108	75	81	94	116	129	129	158
HAH_RS19235	NC_015943.1	53923	54651	+	729	410	465	385	374	341	295	353	446	387	387	353	247	344	337	372	471	428
HAH_RS15390	NC_015943.1	54732	55079	+	348	281	181	214	178	176	157	162	431	232	217	141	143	188	238	223	256	288
HAH_RS19570	NC_015943.1	55410	56906	+	1497	3937	5610	3011	2368	2486	2112	2632	5028	4617	3848	2581	2694	3889	3802	3841	3993	4962
HAH_RS15405	NC_015943.1	57493	59886	-	2394	1499	1678	1163	1168	1130	962	1152	1394	1951	1525	1145	1080	1591	1841	1732	2055	1798
HAH_RS15410	NC_015943.1	59894	61015	-	1122	432	504	360	422	430	365	460	426	553	366	303	284	377	477	491	628	568
HAH_RS15415	NC_015943.1	61043	61516	-	474	170	205	144	172	158	133	183	137	210	131	110	89	149	165	130	213	230
HAH_RS15420	NC_015943.1	61872	62279	-	408	508	674	338	258	252	236	278	684	826	694	539	473	645	532	697	669	576
HAH_RS15425	NC_015943.1	62276	62500	-	225	113	113	65	69	63	49	67	168	186	131	113	108	137	121	125	152	103
HAH_RS15430	NC_015943.1	63093	63458	+	366	36	39	43	28	37	20	28	59	61	35	37	27	65	48	48	46	48
HAH_RS15435	NC_015943.1	63591	64079	+	489	88	69	81	35	38	25	36	75	93	62	50	66	53	62	66	63	78
HAH_RS15440	NC_015943.1	64218	64892	-	675	38	48	55	53	56	36	48	175	76	48	51	54	61	68	100	92	68
HAH_RS15445	NC_015943.1	66527	67678	+	1152	4134	3544	4441	7986	6326	5958	7445	4871	7050	6204	5247	3891	6084	6020	4756	5159	5272
HAH_RS15450	NC_015943.1	68271	68870	+	600	418	497	314	309	338	284	346	542	584	544	403	289	515	481	489	497	482
HAH_RS15455	NC_015943.1	68867	69376	+	510	107	127	81	79	79	82	70	156	158	136	117	91	148	123	122	151	138
HAH_RS15460	NC_015943.1	70293	70568	-	276	286	293	228	144	162	130	150	385	431	287	213	233	310	282	298	341	314
HAH_RS20115	NC_015943.1	70939	71334	-	396	202	223	160	145	164	114	119	163	245	241	229	163	236	204	287	225	248
HAH_RS15465	NC_015943.1	72517	72966	+	450	291	308	183	125	98	119	110	182	317	258	211	196	237	239	263	256	280
HAH_RS15475	NC_015943.1	73792	74043	+	252	150	167	155	125	135	110	147	211	140	98	79	101	100	123	122	101	168
HAH_RS15480	NC_015943.1	74044	74478	+	435	94	106	100	113	98	109	109	216	134	100	67	52	86	114	135	129	99
HAH_RS19725	NC_015943.1	74861	75013	+	153	11	12	17	15	11	6	14	3	6	13	16	7	12	8	7	8	15
HAH_RS15485	NC_015943.1	75023	75328	-	306	90	113	98	66	77	67	77	118	196	141	155	102	150	123	162	145	100
HAH_RS15490	NC_015943.1	76484	77908	-	1425	85	73	74	45	49	43	40	85	119	108	85	60	105	97	98	84	68
HAH_RS15495	NC_015943.1	78353	78694	+	342	7	7	11	6	5	3	5	5	7	6	4	7	8	8	9	7	9
HAH_RS15500	NC_015943.1	79018	79893	-	876	190	220	186	213	170	178	217	279	257	263	201	181	201	242	312	221	220
HAH_RS15505	NC_015943.1	80077	80592	+	516	168	183	140	95	107	80	98	193	71	80	114	40	82	85	162	113	162
HAH_RS15510	NC_015943.1	80579	82288	+	1710	641	818	485	367	383	353	365	725	454	450	429	261	375	411	682	470	665
HAH_RS15515	NC_015943.1	82281	82721	+	441	278	327	195	115	118	102	157	321	250	279	248	169	296	260	389	304	332
HAH_RS15520	NC_015943.1	82999	83223	+	225	1302	1652	864	757	850	665	879	1430	1838	1370	1082	1029	1343	1155	1285	1309	1460
HAH_RS15525	NC_015943.1	83245	83649	+	405	1246	1503	753	704	717	566	710	1432	1931	1690	1260	1124	1454	1419	1424	1445	1277
HAH_RS15530	NC_015943.1	83863	84381	-	519	1371	1570	1306	720	530	437	801	2117	1282	1050	914	846	944	1005	1098	1157	1705
HAH_RS15535	NC_015943.1	84812	85057	+	246	384	513	274	177	194	149	205	426	498	451	428	311	427	383	503	508	417
HAH_RS15540	NC_015943.1	85054	85452	+	399	1082	1158	603	471	480	368	485	1244	1401	1184	1046	1125	1154	1056	1371	1331	1210
HAH_RS15545	NC_015943.1	85584	86618	+	1035	134	153	99	90	90	75	79	130	216	210	235	126	200	132	220	177	137
HAH_RS15550	NC_015943.1	86675	87547	+	873	20	15	17	12	23	12	9	34	24	32	29	22	36	18	26	30	17
HAH_RS15555	NC_015943.1	87670	87927	+	258	5	1	6	2	6	1	2	3	3	3	5	3	5	4	5	3	4
HAH_RS15560	NC_015943.1	88468	89430	+	963	90	100	78	55	75	63	65	122	153	162	101	91	149	133	138	152	104
HAH_RS15565	NC_015943.1	89912	91171	-	1260	1401	1514	1202	888	797	879	991	2743	1538	1304	1015	854	1157	1525	1242	1486	1480
HAH_RS15570	NC_015943.1	91280	92221	+	942	27	23	36	12	14	12	16	17	28	38	20	31	40	22	26	32	24
HAH_RS15575	NC_015943.1	92279	93124	+	846	12	16	15	13	12	13	17	21	36	21	7	10	19	18	15	11	26
HAH_RS15580	NC_015943.1	93226	93906	+	681	11	7	19	11	13	16	11	26	19	17	12	17	13	18	6	31	17
HAH_RS19585	NC_015943.1	94410	94880	+	471	489	747	412	236	206	195	235	260	1433	1076	938	625	877	707	1278	915	655
HAH_RS15590	NC_015943.1	95684	95974	+	291	4	9	6	6	3	8	0	17	17	13	18	15	9	14	28	23	8
HAH_RS15595	NC_015943.1	95971	96285	+	315	11	6	7	4	6	7	4	11	13	15	9	7	2	8	11	10	13
HAH_RS15600	NC_015943.1	96276	96482	+	207	0	0	1	0	0	1	1	0	4	3	1	0	1	1	2	3	2
HAH_RS15605	NC_015943.1	96479	96718	+	240	0	0	4	2	2	1	2	4	0	1	1	1	2	2	4	3	1
HAH_RS15610	NC_015943.1	96776	97141	+	366	5	7	12	8	4	3	3	4	7	8	4	0	13	12	8	8	4
HAH_RS15615	NC_015943.1	97375	97578	+	204	1	4	5	4	1	0	0	0	3	3	3	4	2	1	2	3	4
HAH_RS15620	NC_015943.1	97571	97786	+	216	15	6	8	3	6	2	6	11	9	5	14	5	5	8	9	6	9
HAH_RS15625	NC_015943.1	98208	98894	+	687	71	72	38	18	29	21	32	62	81	105	145	70	97	81	135	105	62
HAH_RS15630	NC_015943.1	98952	99851	+	900	15	14	10	10	10	15	7	27	20	17	33	16	19	13	26	21	20
HAH_RS20165	NC_015943.1	100085	100318	+	234	7	7	9	5	5	5	3	13	9	5	11	4	6	7	5	6	5
HAH_RS15640	NC_015943.1	100404	100700	+	297	298	241	229	289	271	193	283	214	299	259	158	195	226	202	223	253	274
HAH_RS15645	NC_015943.1	100690	100977	+	288	360	370	238	327	257	264	329	318	484	344	261	300	347	336	393	359	378
HAH_RS19265	NC_015943.1	101625	101945	-	321	4687	4440	3066	3872	4053	2845	3547	1711	2647	2297	1522	1473	1851	1783	1772	1957	4913
HAH_RS20170	NC_015943.1	102274	102492	+	219	10	11	21	11	7	14	14	17	16	14	10	5	11	11	14	14	11
HAH_RS15665	NC_015943.1	102596	102973	-	378	169	169	141	118	107	85	110	233	276	207	172	151	193	159	246	223	190
HAH_RS19730	NC_015943.1	103747	103890	-	144	8	23	14	13	20	8	6	11	28	19	11	13	25	6	19	18	26
HAH_RS15670	NC_015943.1	103985	104809	+	825	10	8	15	17	23	10	9	10	12	13	20	4	13	13	14	11	10
HAH_RS15675	NC_015943.1	104873	105136	+	264	14	6	23	8	12	9	5	8	13	13	8	4	5	11	9	9	8
HAH_RS20045	NC_015943.1	105311	105463	+	153	211	179	175	61	65	51	43	128	177	145	84	137	116	122	123	167	200
HAH_RS15680	NC_015943.1	106340	106879	-	540	1835	2092	1296	1628	1723	1616	2120	1774	2788	2533	1929	1885	2675	2356	2568	2636	2112
HAH_RS15685	NC_015943.1	107198	108367	+	1170	62	69	47	61	80	71	92	61	115	74	52	64	58	83	95	77	66
HAH_RS15695	NC_015943.1	110207	110494	-	288	350	442	258	140	174	101	171	820	745	482	380	417	518	483	549	537	519
HAH_RS15700	NC_015943.1	110622	110885	-	264	6	13	9	8	3	4	5	13	12	13	5	17	10	9	4	12	9
HAH_RS15705	NC_015943.1	110949	111773	-	825	39	37	41	21	11	13	26	119	81	45	53	57	58	49	70	71	65
HAH_RS20175	NC_015943.1	112078	112332	-	255	36	41	29	20	20	7	19	55	48	41	32	20	31	27	46	42	37
HAH_RS15715	NC_015943.1	112625	112993	+	369	2455	2523	1497	2041	2061	1700	2020	1489	1208	1142	782	701	1027	1051	1106	1195	2576
HAH_RS20180	NC_015943.1	113002	113235	-	234	31	32	19	5	12	5	7	56	41	24	17	29	34	25	29	28	46
HAH_RS15725	NC_015943.1	113463	114362	-	900	16	12	14	4	12	11	9	19	24	12	19	11	9	10	14	6	9
HAH_RS15730	NC_015943.1	114420	115106	-	687	40	46	36	37	18	27	17	38	74	61	65	42	52	60	69	51	41
HAH_RS15740	NC_015943.1	115674	115970	-	297	122	130	92	40	57	47	60	186	147	146	93	91	127	107	127	126	144
HAH_RS15745	NC_015943.1	116197	116559	+	363	95	91	87	89	128	109	121	133	85	56	47	57	60	68	88	103	100
HAH_RS15750	NC_015943.1	116756	116971	-	216	7	1	6	3	7	1	4	7	16	10	5	2	7	5	4	7	5
HAH_RS15755	NC_015943.1	116964	117167	-	204	4	0	4	4	3	2	1	5	5	4	1	3	7	4	4	4	1
HAH_RS15760	NC_015943.1	117401	117766	-	366	30	29	36	14	26	19	22	33	80	43	34	45	41	45	49	55	50
HAH_RS15765	NC_015943.1	117824	118063	-	240	12	9	2	1	4	1	6	14	22	3	4	10	13	7	9	15	11
HAH_RS15770	NC_015943.1	118060	118266	-	207	0	4	4	1	1	1	2	1	7	1	4	1	2	5	1	12	3
HAH_RS15775	NC_015943.1	118257	118571	-	315	10	11	14	3	4	1	4	12	11	8	1	10	16	11	4	12	9
HAH_RS15780	NC_015943.1	118568	118858	-	291	17	7	9	0	6	5	9	22	17	16	10	12	12	27	18	20	18
HAH_RS15785	NC_015943.1	119328	119855	-	528	75	53	57	27	38	35	37	62	80	50	47	68	67	48	83	82	70
HAH_RS15790	NC_015943.1	119852	120619	-	768	6	14	14	14	7	6	9	13	11	9	14	5	13	19	14	12	20
HAH_RS15795	NC_015943.1	120718	121122	-	405	15	15	16	3	10	5	7	37	20	16	10	13	15	23	22	22	18
HAH_RS15800	NC_015943.1	121158	121838	-	681	23	20	27	15	15	14	10	54	31	31	27	13	28	18	43	38	22
HAH_RS15805	NC_015943.1	121939	122784	-	846	29	25	16	17	23	13	9	16	22	15	15	4	18	20	27	18	25
HAH_RS15810	NC_015943.1	123437	124621	+	1185	1319	1313	1078	871	839	708	872	1727	2462	2552	1619	1825	2528	2021	2809	2688	1566
HAH_RS15815	NC_015943.1	124618	125814	+	1197	1204	1239	925	1036	1030	718	979	1087	2345	2113	1445	1338	2283	1825	2332	2044	1374
HAH_RS19280	NC_015943.1	126218	127921	+	1704	1343	1603	1012	1005	1125	833	964	1503	2332	2228	1274	1412	2353	2119	2498	2222	1498
HAH_RS15825	NC_015943.1	128600	129484	+	885	217	181	180	158	184	123	138	192	353	325	272	174	289	257	277	250	198
HAH_RS15830	NC_015943.1	129449	130201	-	753	18	10	9	7	4	2	3	33	16	13	13	12	11	10	17	21	26
HAH_RS15835	NC_015943.1	130276	131238	-	963	47	69	39	32	31	31	27	61	66	73	56	37	73	49	74	58	67
HAH_RS15840	NC_015943.1	131336	131884	-	549	131	176	106	148	150	148	170	177	224	182	134	120	153	164	156	182	180
HAH_RS15845	NC_015943.1	132015	132272	-	258	3	2	11	8	3	3	4	3	3	1	2	4	1	1	4	3	11
HAH_RS15850	NC_015943.1	132396	133268	-	873	16	18	21	9	14	15	7	46	37	29	20	23	22	37	49	46	31
HAH_RS15855	NC_015943.1	133698	134735	-	1038	292	353	162	136	146	92	133	298	328	295	220	202	263	263	286	277	271
HAH_RS15860	NC_015943.1	136878	137138	-	261	319	342	211	118	154	98	134	378	476	356	253	322	349	320	393	453	353
HAH_RS15865	NC_015943.1	137140	138135	-	996	1044	1493	778	443	512	401	525	1029	1590	1278	812	916	1279	1373	1234	1436	1212
HAH_RS15870	NC_015943.1	138138	138686	-	549	461	783	348	216	239	220	211	364	702	515	398	378	565	642	536	702	614
HAH_RS15875	NC_015943.1	138683	141313	-	2631	3120	5291	2426	1546	1658	1380	1547	2422	4541	3561	2331	2250	3771	4209	3409	4581	3940
HAH_RS15880	NC_015943.1	141313	142110	-	798	1135	1894	948	591	650	540	646	814	1595	1183	895	839	1333	1703	1210	1709	1275
HAH_RS15885	NC_015943.1	142113	143195	-	1083	2242	3369	1608	1247	1306	1283	1267	1860	3220	2439	1728	1646	2407	2931	2466	2986	2724
HAH_RS15890	NC_015943.1	143197	145359	-	2163	6334	9450	4204	4037	4295	3742	4474	4553	8454	6476	5406	4198	6555	7752	6825	7730	7695
HAH_RS15895	NC_015943.1	145698	146321	-	624	3626	4555	2468	2608	2730	2810	2936	2327	3208	2750	1952	1891	2338	2523	2635	2710	4031
HAH_RS15900	NC_015943.1	146698	147930	-	1233	310	318	210	197	167	167	192	400	506	436	348	360	453	371	530	426	352
HAH_RS15905	NC_015943.1	147957	148466	-	510	176	197	127	131	123	101	119	253	302	232	169	216	228	208	275	247	242
HAH_RS15910	NC_015943.1	148459	148929	-	471	210	232	126	158	138	121	166	278	338	264	199	156	272	218	307	244	253
HAH_RS15915	NC_015943.1	149556	149732	-	177	9	4	6	1	0	3	2	8	6	2	1	3	4	3	3	4	2
HAH_RS15920	NC_015943.1	150759	152105	+	1347	955	947	750	673	692	626	744	1418	1426	1350	888	890	1277	1147	1431	1230	1110
HAH_RS20080	NC_015943.1	152393	152824	-	432	200	231	137	271	284	243	308	409	317	226	199	193	273	280	303	277	241
HAH_RS15930	NC_015943.1	153472	153927	+	456	122	128	54	14	23	19	16	168	170	151	126	116	149	128	161	197	124
HAH_RS15935	NC_015943.1	153935	156010	+	2076	100	130	84	43	59	41	45	144	146	132	143	108	99	142	127	121	110
HAH_RS15940	NC_015943.1	156007	156855	+	849	35	45	46	29	28	21	27	53	53	43	41	37	45	46	53	56	42
HAH_RS15945	NC_015943.1	156858	158522	+	1665	106	94	95	76	58	61	62	177	116	126	92	83	100	105	121	120	122
HAH_RS15950	NC_015943.1	158522	161776	+	3255	494	568	415	380	405	352	375	665	679	647	422	436	711	691	586	621	578
HAH_RS15955	NC_015943.1	161782	162159	+	378	28	39	22	37	19	29	25	37	65	64	31	47	52	51	56	80	43
HAH_RS15960	NC_015943.1	162156	162629	+	474	79	89	63	62	84	43	70	89	146	107	93	80	113	104	94	127	100
HAH_RS15965	NC_015943.1	162626	163381	+	756	113	129	105	112	118	91	118	177	166	178	131	111	166	175	181	161	145
HAH_RS15970	NC_015943.1	163378	165594	+	2217	358	494	292	408	344	369	363	497	646	579	371	366	542	583	490	583	443
HAH_RS15975	NC_015943.1	166704	167069	+	366	85	117	107	70	82	77	71	150	195	123	154	114	126	109	179	144	122
HAH_RS19735	NC_015943.1	167079	167231	-	153	9	15	14	9	11	9	9	17	18	16	18	13	5	10	24	13	6
HAH_RS15980	NC_015943.1	167806	168828	+	1023	2213	2553	1605	1749	1858	1592	2081	1709	3216	2346	1750	1708	2428	2362	2628	2816	2765
HAH_RS19290	NC_015943.1	168825	169196	+	372	491	542	447	333	364	276	360	411	773	594	398	395	514	481	640	700	565
HAH_RS15985	NC_015943.1	169943	171169	-	1227	2666	2449	3063	4332	3623	3463	3815	3549	4833	4576	4218	2461	4631	3987	3498	3607	3521
HAH_RS15990	NC_015943.1	173235	173927	+	693	232	291	159	230	224	222	280	380	395	372	197	185	351	295	292	318	294
HAH_RS15995	NC_015943.1	173914	174426	+	513	323	312	221	307	284	250	308	415	552	462	308	281	446	391	347	358	391
HAH_RS16005	NC_015943.1	175805	176524	+	720	1447	1775	1003	801	924	813	905	2182	2169	2076	1679	1237	1898	1820	2005	1801	1692
HAH_RS20050	NC_015943.1	177215	177370	-	156	157	157	108	81	88	80	106	93	174	154	111	128	177	137	160	162	172
HAH_RS19315	NC_015943.1	178315	179976	-	1662	1537	1740	1126	1164	1230	958	1184	1297	2657	2013	1270	1468	1998	2358	2572	2604	2121
HAH_RS16015	NC_015943.1	179983	181575	-	1593	2854	3521	1930	2450	2561	2377	3123	1682	4023	2855	1869	2129	3164	3779	3454	3520	3422
